fund_id,date,nav,nav_change_pct
F001,2022-09-16,99.2292,-0.2505
F001,2022-09-19,100.1899,0.9682
F001,2022-09-20,100.8464,0.6553
F001,2022-09-21,100.7913,-0.0546
F001,2022-09-22,99.7221,-1.0608
F001,2022-09-23,97.7982,-1.9293
F001,2022-09-26,97.2696,-0.5405
F001,2022-09-27,98.3914,1.1533
F001,2022-09-28,98.7046,0.3183
F001,2022-09-29,97.1456,-1.5795
F001,2022-09-30,97.4032,0.2652
F001,2022-10-03,97.9301,0.5409
F001,2022-10-04,96.844,-1.1091
F001,2022-10-05,97.0763,0.2399
F001,2022-10-06,97.1886,0.1157
F001,2022-10-07,95.7834,-1.4458
F001,2022-10-10,96.2672,0.5051
F001,2022-10-11,97.0075,0.769
F001,2022-10-12,98.4121,1.4479
F001,2022-10-13,99.7997,1.41
F001,2022-10-14,98.0522,-1.751
F001,2022-10-17,96.896,-1.1792
F001,2022-10-18,97.5835,0.7095
F001,2022-10-19,98.2743,0.7079
F001,2022-10-20,98.9716,0.7095
F001,2022-10-21,103.9682,5.0485
F001,2022-10-24,104.7814,0.7822
F001,2022-10-25,106.3701,1.5162
F001,2022-10-26,107.7319,1.2802
F001,2022-10-27,108.6873,0.8868
F001,2022-10-28,108.2853,-0.3699
F001,2022-10-31,109.397,1.0266
F001,2022-11-01,108.3417,-0.9647
F001,2022-11-02,108.0515,-0.2679
F001,2022-11-03,107.4129,-0.591
F001,2022-11-04,107.5702,0.1464
F001,2022-11-07,110.8501,3.0491
F001,2022-11-08,108.2036,-2.3875
F001,2022-11-09,109.2122,0.9321
F001,2022-11-10,106.9662,-2.0565
F001,2022-11-11,106.3527,-0.5735
F001,2022-11-14,107.9008,1.4556
F001,2022-11-15,108.0341,0.1235
F001,2022-11-16,106.5637,-1.3611
F001,2022-11-17,105.6154,-0.8899
F001,2022-11-18,106.5907,0.9234
F001,2022-11-21,105.6213,-0.9095
F001,2022-11-22,105.9608,0.3214
F001,2022-11-23,106.066,0.0993
F001,2022-11-24,105.21,-0.807
F001,2022-11-25,108.1844,2.8271
F001,2022-11-28,109.1192,0.8641
F001,2022-11-29,106.2901,-2.5927
F001,2022-11-30,106.5903,0.2824
F001,2022-12-01,106.5903,0.0
F001,2022-12-02,106.9297,0.3184
F001,2022-12-05,105.8708,-0.9903
F001,2022-12-06,105.7552,-0.1092
F001,2022-12-07,106.4918,0.6965
F001,2022-12-08,107.7329,1.1654
F001,2022-12-09,106.0949,-1.5204
F001,2022-12-12,105.676,-0.3948
F001,2022-12-13,105.0658,-0.5774
F001,2022-12-14,104.2155,-0.8093
F001,2022-12-15,106.649,2.3351
F001,2022-12-16,107.2531,0.5664
F001,2022-12-19,105.538,-1.5991
F001,2022-12-20,106.8395,1.2332
F001,2022-12-21,109.8297,2.7988
F001,2022-12-22,111.3478,1.3822
F001,2022-12-23,109.193,-1.9352
F001,2022-12-26,108.5493,-0.5895
F001,2022-12-27,110.3805,1.687
F001,2022-12-28,109.4092,-0.88
F001,2022-12-29,110.0842,0.6169
F001,2022-12-30,110.0842,0.0
F001,2023-01-02,109.9409,-0.1302
F001,2023-01-03,109.8998,-0.0374
F001,2023-01-04,105.313,-4.1736
F001,2023-01-05,103.9527,-1.2917
F001,2023-01-06,103.653,-0.2883
F001,2023-01-09,102.0131,-1.5821
F001,2023-01-10,102.0131,0.0
F001,2023-01-11,102.3229,0.3037
F001,2023-01-12,101.7785,-0.532
F001,2023-01-13,101.9922,0.21
F001,2023-01-16,103.944,1.9137
F001,2023-01-17,102.0453,-1.8267
F001,2023-01-18,103.6292,1.5522
F001,2023-01-19,103.6844,0.0533
F001,2023-01-20,102.4029,-1.236
F001,2023-01-23,103.059,0.6407
F001,2023-01-24,103.3669,0.2988
F001,2023-01-25,102.6017,-0.7403
F001,2023-01-26,102.7358,0.1307
F001,2023-01-27,102.2623,-0.4609
F001,2023-01-30,102.4541,0.1876
F001,2023-01-31,103.377,0.9008
F001,2023-02-01,105.5498,2.1018
F001,2023-02-02,103.8936,-1.5691
F001,2023-02-03,106.8161,2.813
F001,2023-02-06,104.1481,-2.4978
F001,2023-02-07,103.9843,-0.1573
F001,2023-02-08,104.8212,0.8048
F001,2023-02-09,105.246,0.4053
F001,2023-02-10,104.4361,-0.7695
F001,2023-02-13,104.1953,-0.2306
F001,2023-02-14,103.5692,-0.6009
F001,2023-02-15,102.8171,-0.7262
F001,2023-02-16,103.9938,1.1445
F001,2023-02-17,104.5181,0.5042
F001,2023-02-20,103.6184,-0.8608
F001,2023-02-21,104.8716,1.2094
F001,2023-02-22,105.3325,0.4395
F001,2023-02-23,106.4877,1.0967
F001,2023-02-24,107.4019,0.8585
F001,2023-02-27,106.2874,-1.0377
F001,2023-02-28,105.5559,-0.6882
F001,2023-03-01,106.6236,1.0115
F001,2023-03-02,107.5123,0.8335
F001,2023-03-03,107.5261,0.0128
F001,2023-03-06,107.7331,0.1925
F001,2023-03-07,109.5656,1.701
F001,2023-03-08,108.7668,-0.7291
F001,2023-03-09,109.5839,0.7512
F001,2023-03-10,109.3397,-0.2228
F001,2023-03-13,109.074,-0.243
F001,2023-03-14,110.6757,1.4685
F001,2023-03-15,111.9076,1.1131
F001,2023-03-16,113.1359,1.0976
F001,2023-03-17,115.1012,1.7371
F001,2023-03-20,115.1787,0.0673
F001,2023-03-21,116.2459,0.9266
F001,2023-03-22,115.8235,-0.3634
F001,2023-03-23,116.3579,0.4614
F001,2023-03-24,116.2076,-0.1292
F001,2023-03-27,116.4006,0.1661
F001,2023-03-28,117.3478,0.8137
F001,2023-03-29,116.1465,-1.0237
F001,2023-03-30,119.3523,2.7601
F001,2023-03-31,117.8391,-1.2678
F001,2023-04-03,116.0262,-1.5385
F001,2023-04-04,117.8194,1.5455
F001,2023-04-05,119.0791,1.0692
F001,2023-04-06,120.0929,0.8514
F001,2023-04-07,121.1219,0.8568
F001,2023-04-10,121.1511,0.0241
F001,2023-04-11,119.7864,-1.1264
F001,2023-04-12,119.9524,0.1386
F001,2023-04-13,118.9444,-0.8403
F001,2023-04-14,120.4998,1.3077
F001,2023-04-17,120.3176,-0.1512
F001,2023-04-18,119.0745,-1.0332
F001,2023-04-19,119.0745,0.0
F001,2023-04-20,119.3088,0.1968
F001,2023-04-21,118.4822,-0.6928
F001,2023-04-24,117.2632,-1.0288
F001,2023-04-25,117.6816,0.3568
F001,2023-04-26,118.1034,0.3584
F001,2023-04-27,117.3723,-0.619
F001,2023-04-28,116.7005,-0.5724
F001,2023-05-01,117.0992,0.3416
F001,2023-05-02,114.9416,-1.8425
F001,2023-05-03,112.8845,-1.7897
F001,2023-05-04,111.8753,-0.894
F001,2023-05-05,111.6096,-0.2375
F001,2023-05-08,112.1053,0.4441
F001,2023-05-09,114.3003,1.958
F001,2023-05-10,115.6204,1.1549
F001,2023-05-11,115.4263,-0.1679
F001,2023-05-12,115.4439,0.0152
F001,2023-05-15,113.9855,-1.2633
F001,2023-05-16,114.0037,0.016
F001,2023-05-17,113.6215,-0.3353
F001,2023-05-18,114.1436,0.4595
F001,2023-05-19,112.9618,-1.0354
F001,2023-05-22,113.7696,0.7151
F001,2023-05-23,116.082,2.0325
F001,2023-05-24,115.9643,-0.1014
F001,2023-05-25,115.9643,0.0
F001,2023-05-26,117.7092,1.5047
F001,2023-05-29,117.1423,-0.4816
F001,2023-05-30,117.5304,0.3313
F001,2023-05-31,117.5967,0.0564
F001,2023-06-01,117.7931,0.167
F001,2023-06-02,116.6565,-0.9649
F001,2023-06-05,116.7403,0.0718
F001,2023-06-06,117.5428,0.6874
F001,2023-06-07,119.8072,1.9264
F001,2023-06-08,121.3492,1.2871
F001,2023-06-09,124.7945,2.8392
F001,2023-06-12,123.5995,-0.9576
F001,2023-06-13,125.0506,1.174
F001,2023-06-14,125.3987,0.2784
F001,2023-06-15,129.0186,2.8867
F001,2023-06-16,127.7145,-1.0108
F001,2023-06-19,126.3714,-1.0516
F001,2023-06-20,125.4372,-0.7392
F001,2023-06-21,122.024,-2.721
F001,2023-06-22,121.2388,-0.6435
F001,2023-06-23,120.0908,-0.9469
F001,2023-06-26,120.3736,0.2355
F001,2023-06-27,120.9565,0.4842
F001,2023-06-28,123.955,2.479
F001,2023-06-29,125.5361,1.2755
F001,2023-06-30,124.6448,-0.71
F001,2023-07-03,123.2389,-1.1279
F001,2023-07-04,124.0763,0.6795
F001,2023-07-05,121.9964,-1.6763
F001,2023-07-06,124.9498,2.4209
F001,2023-07-07,126.9156,1.5733
F001,2023-07-10,126.1923,-0.5699
F001,2023-07-11,126.1923,0.0
F001,2023-07-12,125.6542,-0.4264
F001,2023-07-13,125.5174,-0.1089
F001,2023-07-14,127.5874,1.6492
F001,2023-07-17,124.9939,-2.0327
F001,2023-07-18,124.07,-0.7392
F001,2023-07-19,124.1281,0.0468
F001,2023-07-20,124.2536,0.1011
F001,2023-07-21,123.5763,-0.5451
F001,2023-07-24,124.6263,0.8497
F001,2023-07-25,122.9465,-1.3479
F001,2023-07-26,122.7681,-0.1451
F001,2023-07-27,123.0092,0.1964
F001,2023-07-28,123.8811,0.7088
F001,2023-07-31,125.0767,0.9651
F001,2023-08-01,123.2981,-1.422
F001,2023-08-02,120.8884,-1.9544
F001,2023-08-03,122.9447,1.701
F001,2023-08-04,123.525,0.472
F001,2023-08-07,122.3725,-0.933
F001,2023-08-08,124.8891,2.0565
F001,2023-08-09,125.1269,0.1904
F001,2023-08-10,127.0953,1.5731
F001,2023-08-11,127.2577,0.1278
F001,2023-08-14,130.7178,2.719
F001,2023-08-15,133.753,2.3219
F001,2023-08-16,133.3736,-0.2837
F001,2023-08-17,135.1115,1.303
F001,2023-08-18,136.2991,0.879
F001,2023-08-21,138.7787,1.8192
F001,2023-08-22,137.0934,-1.2144
F001,2023-08-23,138.3709,0.9318
F001,2023-08-24,140.3302,1.416
F001,2023-08-25,137.1779,-2.2463
F001,2023-08-28,135.1227,-1.4982
F001,2023-08-29,131.5946,-2.611
F001,2023-08-30,131.1864,-0.3102
F001,2023-08-31,132.4626,0.9728
F001,2023-09-01,135.1027,1.9931
F001,2023-09-04,135.2869,0.1363
F001,2023-09-05,138.2053,2.1572
F001,2023-09-06,135.781,-1.7541
F001,2023-09-07,132.8286,-2.1744
F001,2023-09-08,132.7858,-0.0322
F001,2023-09-11,133.5019,0.5393
F001,2023-09-12,133.4986,-0.0025
F001,2023-09-13,129.964,-2.6477
F001,2023-09-14,129.8654,-0.0759
F001,2023-09-15,127.7151,-1.6558
F001,2023-09-18,128.878,0.9105
F001,2023-09-19,129.5438,0.5166
F001,2023-09-20,128.0128,-1.1818
F001,2023-09-21,127.2088,-0.6281
F001,2023-09-22,125.508,-1.337
F001,2023-09-25,125.508,0.0
F001,2023-09-26,127.0638,1.2396
F001,2023-09-27,125.4864,-1.2414
F001,2023-09-28,126.3589,0.6953
F001,2023-09-29,125.5384,-0.6493
F001,2023-10-02,124.2946,-0.9908
F001,2023-10-03,124.1714,-0.0991
F001,2023-10-04,122.55,-1.3058
F001,2023-10-05,121.717,-0.6797
F001,2023-10-06,119.8703,-1.5172
F001,2023-10-09,122.9799,2.5941
F001,2023-10-10,123.0855,0.0859
F001,2023-10-11,122.0151,-0.8696
F001,2023-10-12,122.4033,0.3182
F001,2023-10-13,122.2735,-0.106
F001,2023-10-16,121.9712,-0.2472
F001,2023-10-17,122.9938,0.8384
F001,2023-10-18,124.2542,1.0248
F001,2023-10-19,123.447,-0.6496
F001,2023-10-20,122.5723,-0.7086
F001,2023-10-23,122.1831,-0.3175
F001,2023-10-24,118.5756,-2.9525
F001,2023-10-25,116.2874,-1.9297
F001,2023-10-26,118.4003,1.817
F001,2023-10-27,120.9796,2.1785
F001,2023-10-30,120.6363,-0.2838
F001,2023-10-31,121.5888,0.7896
F001,2023-11-01,122.1294,0.4446
F001,2023-11-02,127.0665,4.0425
F001,2023-11-03,128.9667,1.4954
F001,2023-11-06,128.8038,-0.1263
F001,2023-11-07,127.2553,-1.2022
F001,2023-11-08,124.6486,-2.0484
F001,2023-11-09,125.0282,0.3045
F001,2023-11-10,123.8489,-0.9432
F001,2023-11-13,121.6086,-1.8089
F001,2023-11-14,120.6351,-0.8005
F001,2023-11-15,118.9872,-1.366
F001,2023-11-16,121.6445,2.2333
F001,2023-11-17,123.0874,1.1862
F001,2023-11-20,123.1239,0.0297
F001,2023-11-21,125.542,1.964
F001,2023-11-22,125.7185,0.1406
F001,2023-11-23,124.3612,-1.0796
F001,2023-11-24,126.8734,2.0201
F001,2023-11-27,127.813,0.7406
F001,2023-11-28,126.1407,-1.3084
F001,2023-11-29,125.879,-0.2075
F001,2023-11-30,124.4965,-1.0983
F001,2023-12-01,122.3083,-1.7576
F001,2023-12-04,123.8299,1.2441
F001,2023-12-05,126.9532,2.5223
F001,2023-12-06,124.6958,-1.7781
F001,2023-12-07,125.6583,0.7719
F001,2023-12-08,124.6457,-0.8058
F001,2023-12-11,123.9062,-0.5933
F001,2023-12-12,123.0015,-0.7301
F001,2023-12-13,121.6692,-1.0832
F001,2023-12-14,121.7946,0.1031
F001,2023-12-15,120.5276,-1.0403
F001,2023-12-18,120.9996,0.3916
F001,2023-12-19,120.969,-0.0253
F001,2023-12-20,120.6416,-0.2706
F001,2023-12-21,119.2665,-1.1398
F001,2023-12-22,118.4199,-0.7098
F001,2023-12-25,119.6302,1.022
F001,2023-12-26,120.4571,0.6912
F001,2023-12-27,118.9745,-1.2308
F001,2023-12-28,119.1757,0.1691
F001,2023-12-29,120.3875,1.0168
F001,2024-01-01,117.823,-2.1302
F001,2024-01-02,118.7024,0.7464
F001,2024-01-03,117.7274,-0.8214
F001,2024-01-04,118.6478,0.7818
F001,2024-01-05,117.518,-0.9522
F001,2024-01-08,114.8076,-2.3064
F001,2024-01-09,112.4244,-2.0758
F001,2024-01-10,112.5396,0.1025
F001,2024-01-11,112.9646,0.3776
F001,2024-01-12,111.6818,-1.1356
F001,2024-01-15,112.6536,0.8702
F001,2024-01-16,110.2654,-2.12
F001,2024-01-17,110.2148,-0.0459
F001,2024-01-18,108.5238,-1.5343
F001,2024-01-19,107.6476,-0.8074
F001,2024-01-22,107.757,0.1016
F001,2024-01-23,106.5948,-1.0785
F001,2024-01-24,106.1045,-0.46
F001,2024-01-25,107.535,1.3482
F001,2024-01-26,106.7715,-0.71
F001,2024-01-29,107.9742,1.1264
F001,2024-01-30,106.4317,-1.4286
F001,2024-01-31,107.2073,0.7287
F001,2024-02-01,109.2593,1.914
F001,2024-02-02,105.7924,-3.1731
F001,2024-02-05,104.7387,-0.996
F001,2024-02-06,105.5663,0.7902
F001,2024-02-07,105.3299,-0.2239
F001,2024-02-08,105.8802,0.5225
F001,2024-02-09,105.0912,-0.7452
F001,2024-02-12,105.2515,0.1525
F001,2024-02-13,105.0806,-0.1624
F001,2024-02-14,106.7179,1.5581
F001,2024-02-15,107.1136,0.3708
F001,2024-02-16,107.6265,0.4788
F001,2024-02-19,107.0933,-0.4954
F001,2024-02-20,106.4573,-0.5939
F001,2024-02-21,105.9012,-0.5224
F001,2024-02-22,106.4866,0.5528
F001,2024-02-23,105.9464,-0.5073
F001,2024-02-26,106.3879,0.4167
F001,2024-02-27,109.3008,2.738
F001,2024-02-28,110.5823,1.1725
F001,2024-02-29,110.1579,-0.3838
F001,2024-03-01,111.9222,1.6016
F001,2024-03-04,111.3732,-0.4905
F001,2024-03-05,108.4668,-2.6096
F001,2024-03-06,107.0887,-1.2705
F001,2024-03-07,104.5271,-2.392
F001,2024-03-08,104.0913,-0.4169
F001,2024-03-11,104.1579,0.064
F001,2024-03-12,106.4695,2.2193
F001,2024-03-13,106.9646,0.465
F001,2024-03-14,106.7027,-0.2448
F001,2024-03-15,107.8959,1.1182
F001,2024-03-18,104.8376,-2.8345
F001,2024-03-19,105.2007,0.3463
F001,2024-03-20,106.297,1.0421
F001,2024-03-21,104.2963,-1.8822
F001,2024-03-22,105.8888,1.5269
F001,2024-03-25,106.3971,0.48
F001,2024-03-26,105.8652,-0.4999
F001,2024-03-27,106.7784,0.8626
F001,2024-03-28,109.9731,2.9919
F001,2024-03-29,110.2771,0.2764
F001,2024-04-01,110.6771,0.3627
F001,2024-04-02,110.0604,-0.5572
F001,2024-04-03,108.8885,-1.0648
F001,2024-04-04,110.1074,1.1194
F001,2024-04-05,108.926,-1.073
F001,2024-04-08,109.0709,0.133
F001,2024-04-09,108.4372,-0.581
F001,2024-04-10,109.1558,0.6627
F001,2024-04-11,109.6729,0.4737
F001,2024-04-12,111.196,1.3888
F001,2024-04-15,110.5032,-0.623
F001,2024-04-16,110.1597,-0.3109
F001,2024-04-17,108.8021,-1.2324
F001,2024-04-18,108.2172,-0.5376
F001,2024-04-19,108.7913,0.5305
F001,2024-04-22,109.9054,1.0241
F001,2024-04-23,108.6318,-1.1588
F001,2024-04-24,109.9033,1.1705
F001,2024-04-25,111.8841,1.8023
F001,2024-04-26,112.5302,0.5775
F001,2024-04-29,115.3208,2.4799
F001,2024-04-30,114.2069,-0.9659
F001,2024-05-01,112.4047,-1.578
F001,2024-05-02,109.8505,-2.2723
F001,2024-05-03,112.0309,1.9849
F001,2024-05-06,113.0287,0.8906
F001,2024-05-07,112.9922,-0.0323
F001,2024-05-08,113.4486,0.4039
F001,2024-05-09,111.8341,-1.4231
F001,2024-05-10,115.4346,3.2195
F001,2024-05-13,115.6747,0.208
F001,2024-05-14,115.8855,0.1822
F001,2024-05-15,117.0252,0.9835
F001,2024-05-16,117.8038,0.6653
F001,2024-05-17,118.1938,0.3311
F001,2024-05-20,117.0265,-0.9876
F001,2024-05-21,117.7906,0.6529
F001,2024-05-22,120.7196,2.4866
F001,2024-05-23,122.8793,1.789
F001,2024-05-24,125.4735,2.1112
F001,2024-05-27,124.6898,-0.6246
F001,2024-05-28,123.1356,-1.2465
F001,2024-05-29,122.9835,-0.1235
F001,2024-05-30,123.1218,0.1125
F001,2024-05-31,124.9224,1.4625
F001,2024-06-03,122.2238,-2.1602
F001,2024-06-04,124.703,2.0284
F001,2024-06-05,124.4967,-0.1654
F001,2024-06-06,123.8556,-0.515
F001,2024-06-07,122.2755,-1.2758
F001,2024-06-10,119.6939,-2.1113
F001,2024-06-11,121.0226,1.1101
F001,2024-06-12,121.1864,0.1353
F001,2024-06-13,119.2026,-1.637
F001,2024-06-14,117.2434,-1.6436
F001,2024-06-17,116.7785,-0.3965
F001,2024-06-18,119.359,2.2097
F001,2024-06-19,119.0039,-0.2975
F001,2024-06-20,116.7261,-1.9141
F001,2024-06-21,116.3999,-0.2795
F001,2024-06-24,116.0338,-0.3145
F001,2024-06-25,112.0121,-3.466
F001,2024-06-26,111.9778,-0.0306
F001,2024-06-27,111.6864,-0.2602
F001,2024-06-28,112.7419,0.9451
F001,2024-07-01,115.4969,2.4436
F001,2024-07-02,117.2346,1.5045
F001,2024-07-03,116.8717,-0.3096
F001,2024-07-04,116.8717,0.0
F001,2024-07-05,119.1385,1.9396
F001,2024-07-08,119.2779,0.117
F001,2024-07-09,119.3472,0.0581
F001,2024-07-10,119.3575,0.0086
F001,2024-07-11,119.7126,0.2975
F001,2024-07-12,119.5358,-0.1477
F001,2024-07-15,118.6922,-0.7057
F001,2024-07-16,117.8959,-0.6709
F001,2024-07-17,117.8929,-0.0025
F001,2024-07-18,117.1072,-0.6665
F001,2024-07-19,116.0688,-0.8867
F001,2024-07-22,116.2758,0.1783
F001,2024-07-23,115.9369,-0.2915
F001,2024-07-24,118.2501,1.9952
F001,2024-07-25,114.2222,-3.4063
F001,2024-07-26,115.8887,1.459
F001,2024-07-29,117.8123,1.6599
F001,2024-07-30,114.6839,-2.6554
F001,2024-07-31,114.2189,-0.4055
F001,2024-08-01,113.7131,-0.4428
F001,2024-08-02,111.6779,-1.7898
F001,2024-08-05,110.5933,-0.9712
F001,2024-08-06,109.0408,-1.4038
F001,2024-08-07,111.5683,2.3179
F001,2024-08-08,112.97,1.2564
F001,2024-08-09,114.8826,1.693
F001,2024-08-12,116.0064,0.9782
F001,2024-08-13,114.3501,-1.4278
F001,2024-08-14,113.6161,-0.6419
F001,2024-08-15,114.3844,0.6762
F001,2024-08-16,112.6129,-1.5487
F001,2024-08-19,113.7018,0.9669
F001,2024-08-20,113.3921,-0.2724
F001,2024-08-21,112.8849,-0.4473
F001,2024-08-22,113.9734,0.9643
