fund_id,quarter_end,sector,allocation_pct,num_stocks
F001,2024-03-31,Energy,5.72,3
F001,2024-03-31,Automobiles,1.89,11
F001,2024-03-31,Metals,12.21,7
F001,2024-03-31,Telecom,1.83,10
F001,2024-03-31,Real Estate,2.37,11
F001,2024-03-31,Infrastructure,2.03,9
F001,2024-06-30,Financial Services,8.86,5
F001,2024-06-30,IT,4.76,4
F001,2024-06-30,FMCG,2.05,4
F001,2024-06-30,Healthcare,7.39,9
F001,2024-06-30,Energy,25.37,7
F001,2024-06-30,Automobiles,10.35,5
F001,2024-06-30,Metals,25.8,3
F001,2024-06-30,Telecom,2.67,12
F001,2024-06-30,Real Estate,2.24,4
F001,2024-06-30,Infrastructure,10.5,8
F001,2024-09-30,Financial Services,6.53,7
F001,2024-09-30,IT,11.33,6
F001,2024-09-30,FMCG,16.62,10
F001,2024-09-30,Healthcare,14.61,11
F001,2024-09-30,Energy,29.94,2
F001,2024-09-30,Automobiles,5.33,1
F001,2024-09-30,Metals,2.43,9
F001,2024-09-30,Telecom,8.4,10
F001,2024-09-30,Real Estate,1.23,12
F001,2024-09-30,Infrastructure,3.58,3
F001,2024-12-31,Financial Services,4.1,4
F001,2024-12-31,IT,8.9,9
F001,2024-12-31,FMCG,2.08,8
F001,2024-12-31,Healthcare,0.57,12
F001,2024-12-31,Energy,18.84,4
F001,2024-12-31,Automobiles,16.6,1
F001,2024-12-31,Metals,21.7,11
F001,2024-12-31,Telecom,19.02,9
F001,2024-12-31,Real Estate,2.14,9
F001,2024-12-31,Infrastructure,6.06,3
F001,2025-03-31,Financial Services,1.33,7
F001,2025-03-31,IT,17.69,3
F001,2025-03-31,FMCG,13.13,9
F001,2025-03-31,Healthcare,2.15,11
F001,2025-03-31,Energy,3.99,11
F001,2025-03-31,Automobiles,32.48,4
F001,2025-03-31,Metals,8.62,9
F001,2025-03-31,Telecom,15.43,5
F001,2025-03-31,Real Estate,2.94,2
F001,2025-03-31,Infrastructure,2.25,8
F001,2025-06-30,Financial Services,15.37,10
F001,2025-06-30,IT,11.62,8
F001,2025-06-30,FMCG,11.46,1
F001,2025-06-30,Healthcare,8.07,8
F001,2025-06-30,Energy,8.32,11
F001,2025-06-30,Automobiles,13.35,7
F001,2025-06-30,Metals,3.16,7
F001,2025-06-30,Telecom,4.36,5
F001,2025-06-30,Real Estate,20.59,12
F001,2025-06-30,Infrastructure,3.71,3
F001,2025-09-30,Financial Services,4.29,10
F001,2025-09-30,IT,6.58,1
F001,2025-09-30,FMCG,51.49,11
F001,2025-09-30,Healthcare,3.1,11
F001,2025-09-30,Energy,3.03,2
F001,2025-09-30,Automobiles,10.03,12
F001,2025-09-30,Metals,8.88,8
F001,2025-09-30,Telecom,7.12,6
F001,2025-09-30,Real Estate,3.37,4
F001,2025-09-30,Infrastructure,2.12,6
F001,2025-12-31,Financial Services,7.85,5
F001,2025-12-31,IT,17.47,2
F001,2025-12-31,FMCG,17.99,11
F001,2025-12-31,Healthcare,0.96,3
F001,2025-12-31,Energy,4.68,5
F001,2025-12-31,Automobiles,5.23,3
F001,2025-12-31,Metals,31.77,2
F001,2025-12-31,Telecom,9.47,12
F001,2025-12-31,Real Estate,4.37,2
F001,2025-12-31,Infrastructure,0.22,1
F001,2026-03-31,Financial Services,7.57,3
F001,2026-03-31,IT,0.92,2
F001,2026-03-31,FMCG,16.33,11
F001,2026-03-31,Healthcare,12.68,11
F001,2026-03-31,Energy,5.61,3
F001,2026-03-31,Automobiles,5.09,11
F001,2026-03-31,Metals,20.67,1
F001,2026-03-31,Telecom,3.09,5
F001,2026-03-31,Real Estate,2.6,1
F001,2026-03-31,Infrastructure,25.43,12
F001,2026-06-30,Financial Services,22.38,8
F001,2026-06-30,IT,23.21,7
F001,2026-06-30,FMCG,2.93,4
F001,2026-06-30,Healthcare,2.09,3
F001,2026-06-30,Energy,0.36,3
F001,2026-06-30,Automobiles,3.65,6
F001,2026-06-30,Metals,20.1,12
F001,2026-06-30,Telecom,3.71,4
F001,2026-06-30,Real Estate,17.64,4
F001,2026-06-30,Infrastructure,3.92,2
F002,2022-03-31,Financial Services,5.11,5
F002,2022-03-31,IT,41.45,2
F002,2022-03-31,FMCG,2.85,2
F002,2022-03-31,Healthcare,4.79,7
F002,2022-03-31,Energy,3.64,9
F002,2022-03-31,Automobiles,1.18,9
F002,2022-03-31,Metals,6.83,10
F002,2022-03-31,Telecom,4.83,7
F002,2022-03-31,Real Estate,12.05,5
F002,2022-03-31,Infrastructure,17.27,11
F002,2022-06-30,Financial Services,7.87,7
F002,2022-06-30,IT,0.33,3
F002,2022-06-30,FMCG,9.66,4
F002,2022-06-30,Healthcare,0.57,10
F002,2022-06-30,Energy,9.6,5
F002,2022-06-30,Automobiles,11.57,3
F002,2022-06-30,Metals,2.21,10
F002,2022-06-30,Telecom,17.14,10
F002,2022-06-30,Real Estate,24.24,10
F002,2022-06-30,Infrastructure,16.8,2
F002,2022-09-30,Financial Services,3.55,11
F002,2022-09-30,IT,8.63,4
F002,2022-09-30,FMCG,24.05,5
F002,2022-09-30,Healthcare,3.78,8
F002,2022-09-30,Energy,16.75,1
F002,2022-09-30,Automobiles,0.09,9
F002,2022-09-30,Metals,0.04,11
F002,2022-09-30,Telecom,13.92,6
F002,2022-09-30,Real Estate,14.0,10
F002,2022-09-30,Infrastructure,15.19,11
F002,2022-12-31,Financial Services,30.77,9
F002,2022-12-31,IT,1.45,10
F002,2022-12-31,FMCG,3.05,6
F002,2022-12-31,Healthcare,27.08,7
F002,2022-12-31,Energy,2.26,11
F002,2022-12-31,Automobiles,13.26,8
F002,2022-12-31,Metals,8.75,3
F002,2022-12-31,Telecom,1.0,10
F002,2022-12-31,Real Estate,3.89,6
F002,2022-12-31,Infrastructure,8.5,9
F002,2023-03-31,Financial Services,28.81,12
F002,2023-03-31,IT,18.51,2
F002,2023-03-31,FMCG,14.65,9
F002,2023-03-31,Healthcare,10.32,2
F002,2023-03-31,Energy,5.34,7
F002,2023-03-31,Automobiles,1.91,1
F002,2023-03-31,Metals,7.92,3
F002,2023-03-31,Telecom,0.44,8
F002,2023-03-31,Real Estate,3.57,7
F002,2023-03-31,Infrastructure,8.53,6
F002,2023-06-30,Financial Services,5.77,1
F002,2023-06-30,IT,0.48,3
F002,2023-06-30,FMCG,9.46,8
F002,2023-06-30,Healthcare,8.49,10
F002,2023-06-30,Energy,0.87,12
F002,2023-06-30,Automobiles,30.51,9
F002,2023-06-30,Metals,1.11,7
F002,2023-06-30,Telecom,20.54,10
F002,2023-06-30,Real Estate,0.0,7
F002,2023-06-30,Infrastructure,22.77,6
F002,2023-09-30,Financial Services,0.25,1
F002,2023-09-30,IT,17.83,3
F002,2023-09-30,FMCG,5.65,3
F002,2023-09-30,Healthcare,16.85,10
F002,2023-09-30,Energy,6.46,7
F002,2023-09-30,Automobiles,0.92,3
F002,2023-09-30,Metals,18.35,4
F002,2023-09-30,Telecom,0.93,6
F002,2023-09-30,Real Estate,32.1,5
F002,2023-09-30,Infrastructure,0.66,10
F002,2023-12-31,Financial Services,6.64,5
F002,2023-12-31,IT,13.06,8
F002,2023-12-31,FMCG,5.08,7
F002,2023-12-31,Healthcare,2.49,6
F002,2023-12-31,Energy,14.48,11
F002,2023-12-31,Automobiles,15.61,6
F002,2023-12-31,Metals,26.05,10
F002,2023-12-31,Telecom,4.8,1
F002,2023-12-31,Real Estate,7.18,12
F002,2023-12-31,Infrastructure,4.59,11
F002,2024-03-31,Financial Services,2.92,11
F002,2024-03-31,IT,13.67,5
F002,2024-03-31,FMCG,4.08,3
F002,2024-03-31,Healthcare,5.49,12
F002,2024-03-31,Energy,5.08,11
F002,2024-03-31,Automobiles,12.26,5
F002,2024-03-31,Metals,24.56,10
F002,2024-03-31,Telecom,10.8,3
F002,2024-03-31,Real Estate,6.27,8
F002,2024-03-31,Infrastructure,14.85,3
F002,2024-06-30,Financial Services,11.83,1
F002,2024-06-30,IT,0.72,3
F002,2024-06-30,FMCG,1.16,6
F002,2024-06-30,Healthcare,0.45,9
F002,2024-06-30,Energy,7.05,8
F002,2024-06-30,Automobiles,20.18,10
F002,2024-06-30,Metals,4.34,2
F002,2024-06-30,Telecom,5.6,11
F002,2024-06-30,Real Estate,27.74,4
F002,2024-06-30,Infrastructure,20.94,4
F002,2024-09-30,Financial Services,33.98,1
F002,2024-09-30,IT,9.64,3
F002,2024-09-30,FMCG,3.87,2
F002,2024-09-30,Healthcare,0.5,2
F002,2024-09-30,Energy,3.52,10
F002,2024-09-30,Automobiles,10.75,12
F002,2024-09-30,Metals,24.93,7
F002,2024-09-30,Telecom,2.05,5
F002,2024-09-30,Real Estate,4.55,6
F002,2024-09-30,Infrastructure,6.21,6
F002,2024-12-31,Financial Services,9.02,4
F002,2024-12-31,IT,8.63,12
F002,2024-12-31,FMCG,7.22,10
F002,2024-12-31,Healthcare,2.6,5
F002,2024-12-31,Energy,4.18,1
F002,2024-12-31,Automobiles,0.92,6
F002,2024-12-31,Metals,2.32,6
F002,2024-12-31,Telecom,20.56,2
F002,2024-12-31,Real Estate,35.15,5
F002,2024-12-31,Infrastructure,9.41,7
F002,2025-03-31,Financial Services,19.22,10
F002,2025-03-31,IT,7.96,7
F002,2025-03-31,FMCG,0.26,8
F002,2025-03-31,Healthcare,44.32,12
F002,2025-03-31,Energy,0.81,9
F002,2025-03-31,Automobiles,8.87,4
F002,2025-03-31,Metals,2.25,1
F002,2025-03-31,Telecom,3.85,12
F002,2025-03-31,Real Estate,8.03,6
F002,2025-03-31,Infrastructure,4.43,3
F002,2025-06-30,Financial Services,3.27,10
F002,2025-06-30,IT,4.61,3
F002,2025-06-30,FMCG,4.73,11
F002,2025-06-30,Healthcare,36.27,9
F002,2025-06-30,Energy,18.15,5
F002,2025-06-30,Automobiles,6.95,1
F002,2025-06-30,Metals,2.53,2
F002,2025-06-30,Telecom,18.87,7
F002,2025-06-30,Real Estate,1.94,4
F002,2025-06-30,Infrastructure,2.68,10
F002,2025-09-30,Financial Services,7.61,8
F002,2025-09-30,IT,35.46,6
F002,2025-09-30,FMCG,2.36,2
F002,2025-09-30,Healthcare,2.18,7
F002,2025-09-30,Energy,11.38,11
F002,2025-09-30,Automobiles,5.4,9
F002,2025-09-30,Metals,14.05,10
F002,2025-09-30,Telecom,10.04,3
F002,2025-09-30,Real Estate,9.54,2
F002,2025-09-30,Infrastructure,1.98,11
F002,2025-12-31,Financial Services,1.84,1
F002,2025-12-31,IT,20.77,6
F002,2025-12-31,FMCG,26.2,3
F002,2025-12-31,Healthcare,3.23,8
F002,2025-12-31,Energy,1.45,1
F002,2025-12-31,Automobiles,0.66,12
F002,2025-12-31,Metals,11.31,10
F002,2025-12-31,Telecom,15.17,7
F002,2025-12-31,Real Estate,5.63,2
F002,2025-12-31,Infrastructure,13.74,8
F002,2026-03-31,Financial Services,13.57,9
F002,2026-03-31,IT,29.78,2
F002,2026-03-31,FMCG,0.73,12
F002,2026-03-31,Healthcare,2.32,2
F002,2026-03-31,Energy,0.77,2
F002,2026-03-31,Automobiles,22.02,5
F002,2026-03-31,Metals,17.1,8
F002,2026-03-31,Telecom,9.29,11
F002,2026-03-31,Real Estate,0.95,1
F002,2026-03-31,Infrastructure,3.47,8
F002,2026-06-30,Financial Services,5.51,10
F002,2026-06-30,IT,12.83,8
F002,2026-06-30,FMCG,4.65,4
F002,2026-06-30,Healthcare,1.18,1
F002,2026-06-30,Energy,20.46,11
F002,2026-06-30,Automobiles,5.54,5
F002,2026-06-30,Metals,9.39,3
F002,2026-06-30,Telecom,2.13,11
F002,2026-06-30,Real Estate,25.3,3
F002,2026-06-30,Infrastructure,13.0,7
F003,2022-03-31,Financial Services,17.27,8
F003,2022-03-31,IT,5.1,5
F003,2022-03-31,FMCG,21.14,6
F003,2022-03-31,Healthcare,16.57,9
F003,2022-03-31,Energy,6.4,1
F003,2022-03-31,Automobiles,20.24,5
F003,2022-03-31,Metals,2.91,4
F003,2022-03-31,Telecom,3.39,11
F003,2022-03-31,Real Estate,0.35,9
F003,2022-03-31,Infrastructure,6.63,1
F003,2022-06-30,Financial Services,16.16,6
F003,2022-06-30,IT,18.76,1
F003,2022-06-30,FMCG,2.05,4
F003,2022-06-30,Healthcare,7.42,1
F003,2022-06-30,Energy,2.46,12
F003,2022-06-30,Automobiles,13.7,8
F003,2022-06-30,Metals,2.17,10
F003,2022-06-30,Telecom,29.62,12
F003,2022-06-30,Real Estate,3.31,7
F003,2022-06-30,Infrastructure,4.35,8
F003,2022-09-30,Financial Services,19.77,1
F003,2022-09-30,IT,6.37,3
F003,2022-09-30,FMCG,0.25,10
F003,2022-09-30,Healthcare,7.09,9
F003,2022-09-30,Energy,0.92,4
F003,2022-09-30,Automobiles,43.86,10
F003,2022-09-30,Metals,9.21,9
F003,2022-09-30,Telecom,3.08,7
F003,2022-09-30,Real Estate,8.62,2
F003,2022-09-30,Infrastructure,0.83,12
F003,2022-12-31,Financial Services,13.47,9
F003,2022-12-31,IT,21.73,12
F003,2022-12-31,FMCG,17.37,10
F003,2022-12-31,Healthcare,3.5,8
F003,2022-12-31,Energy,3.3,10
F003,2022-12-31,Automobiles,0.3,11
F003,2022-12-31,Metals,8.82,3
F003,2022-12-31,Telecom,6.41,4
F003,2022-12-31,Real Estate,5.15,10
F003,2022-12-31,Infrastructure,19.94,6
F003,2023-03-31,Financial Services,5.33,3
F003,2023-03-31,IT,0.28,1
F003,2023-03-31,FMCG,2.21,11
F003,2023-03-31,Healthcare,7.33,5
F003,2023-03-31,Energy,0.98,5
F003,2023-03-31,Automobiles,20.28,1
F003,2023-03-31,Metals,10.94,9
F003,2023-03-31,Telecom,5.78,3
F003,2023-03-31,Real Estate,40.23,10
F003,2023-03-31,Infrastructure,6.64,4
F003,2023-06-30,Financial Services,12.37,10
F003,2023-06-30,IT,4.57,6
F003,2023-06-30,FMCG,7.63,7
F003,2023-06-30,Healthcare,28.89,4
F003,2023-06-30,Energy,0.4,2
F003,2023-06-30,Automobiles,7.38,10
F003,2023-06-30,Metals,20.49,8
F003,2023-06-30,Telecom,9.43,9
F003,2023-06-30,Real Estate,3.45,11
F003,2023-06-30,Infrastructure,5.39,5
F003,2023-09-30,Financial Services,22.6,11
F003,2023-09-30,IT,43.9,4
F003,2023-09-30,FMCG,0.83,4
F003,2023-09-30,Healthcare,1.47,3
F003,2023-09-30,Energy,7.79,6
F003,2023-09-30,Automobiles,5.25,10
F003,2023-09-30,Metals,6.1,5
F003,2023-09-30,Telecom,4.96,3
F003,2023-09-30,Real Estate,4.32,8
F003,2023-09-30,Infrastructure,2.77,7
F003,2023-12-31,Financial Services,23.63,1
F003,2023-12-31,IT,1.35,1
F003,2023-12-31,FMCG,1.99,9
F003,2023-12-31,Healthcare,2.46,12
F003,2023-12-31,Energy,23.5,10
F003,2023-12-31,Automobiles,12.25,8
F003,2023-12-31,Metals,13.56,10
F003,2023-12-31,Telecom,0.96,4
F003,2023-12-31,Real Estate,15.74,3
F003,2023-12-31,Infrastructure,4.56,9
F003,2024-03-31,Financial Services,2.5,4
F003,2024-03-31,IT,7.03,1
F003,2024-03-31,FMCG,14.17,7
F003,2024-03-31,Healthcare,12.37,9
F003,2024-03-31,Energy,18.11,11
F003,2024-03-31,Automobiles,21.6,1
F003,2024-03-31,Metals,2.23,3
F003,2024-03-31,Telecom,4.52,9
F003,2024-03-31,Real Estate,0.12,9
F003,2024-03-31,Infrastructure,17.35,11
F003,2024-06-30,Financial Services,2.7,4
F003,2024-06-30,IT,31.83,3
F003,2024-06-30,FMCG,6.43,9
F003,2024-06-30,Healthcare,7.39,3
F003,2024-06-30,Energy,0.64,7
F003,2024-06-30,Automobiles,6.37,11
F003,2024-06-30,Metals,35.3,4
F003,2024-06-30,Telecom,0.42,11
F003,2024-06-30,Real Estate,8.4,8
F003,2024-06-30,Infrastructure,0.51,7
F003,2024-09-30,Financial Services,7.64,8
F003,2024-09-30,IT,3.12,9
F003,2024-09-30,FMCG,4.79,7
F003,2024-09-30,Healthcare,34.6,9
F003,2024-09-30,Energy,9.44,7
F003,2024-09-30,Automobiles,5.27,10
F003,2024-09-30,Metals,14.66,8
F003,2024-09-30,Telecom,2.52,11
F003,2024-09-30,Real Estate,4.95,9
F003,2024-09-30,Infrastructure,13.02,8
F003,2024-12-31,Financial Services,2.93,11
F003,2024-12-31,IT,12.27,6
F003,2024-12-31,FMCG,7.3,10
F003,2024-12-31,Healthcare,15.96,12
F003,2024-12-31,Energy,31.96,10
F003,2024-12-31,Automobiles,1.33,10
F003,2024-12-31,Metals,4.4,4
F003,2024-12-31,Telecom,4.16,10
F003,2024-12-31,Real Estate,1.77,5
F003,2024-12-31,Infrastructure,17.94,4
F003,2025-03-31,Financial Services,17.81,8
F003,2025-03-31,IT,8.27,7
F003,2025-03-31,FMCG,9.63,3
F003,2025-03-31,Healthcare,0.77,4
F003,2025-03-31,Energy,10.12,1
F003,2025-03-31,Automobiles,19.56,12
F003,2025-03-31,Metals,10.65,3
F003,2025-03-31,Telecom,3.85,11
F003,2025-03-31,Real Estate,13.75,12
F003,2025-03-31,Infrastructure,5.6,1
F003,2025-06-30,Financial Services,6.6,9
F003,2025-06-30,IT,5.6,2
F003,2025-06-30,FMCG,4.02,1
F003,2025-06-30,Healthcare,10.63,6
F003,2025-06-30,Energy,18.04,10
F003,2025-06-30,Automobiles,0.04,10
F003,2025-06-30,Metals,22.73,7
F003,2025-06-30,Telecom,6.0,11
F003,2025-06-30,Real Estate,10.11,7
F003,2025-06-30,Infrastructure,16.22,9
F003,2025-09-30,Financial Services,6.1,3
F003,2025-09-30,IT,17.45,11
F003,2025-09-30,FMCG,1.89,12
F003,2025-09-30,Healthcare,1.68,9
F003,2025-09-30,Energy,10.38,3
F003,2025-09-30,Automobiles,19.78,10
F003,2025-09-30,Metals,21.6,11
F003,2025-09-30,Telecom,10.0,1
F003,2025-09-30,Real Estate,7.22,4
F003,2025-09-30,Infrastructure,3.9,3
F003,2025-12-31,Financial Services,26.37,7
F003,2025-12-31,IT,2.6,5
F003,2025-12-31,FMCG,9.19,7
F003,2025-12-31,Healthcare,5.12,10
F003,2025-12-31,Energy,6.32,5
F003,2025-12-31,Automobiles,3.37,8
F003,2025-12-31,Metals,22.56,12
F003,2025-12-31,Telecom,5.71,8
F003,2025-12-31,Real Estate,18.72,5
F003,2025-12-31,Infrastructure,0.05,4
F003,2026-03-31,Financial Services,8.15,2
F003,2026-03-31,IT,12.11,11
F003,2026-03-31,FMCG,13.11,9
F003,2026-03-31,Healthcare,22.57,7
F003,2026-03-31,Energy,0.04,11
F003,2026-03-31,Automobiles,0.0,3
F003,2026-03-31,Metals,6.13,1
F003,2026-03-31,Telecom,0.29,1
F003,2026-03-31,Real Estate,35.19,8
F003,2026-03-31,Infrastructure,2.41,2
F003,2026-06-30,Financial Services,7.54,4
F003,2026-06-30,IT,0.74,1
F003,2026-06-30,FMCG,8.7,9
F003,2026-06-30,Healthcare,5.63,7
F003,2026-06-30,Energy,0.54,2
F003,2026-06-30,Automobiles,4.81,12
F003,2026-06-30,Metals,5.85,9
F003,2026-06-30,Telecom,54.17,12
F003,2026-06-30,Real Estate,2.75,10
F003,2026-06-30,Infrastructure,9.27,8
F006,2022-03-31,Financial Services,22.6,2
F006,2022-03-31,IT,8.12,10
F006,2022-03-31,FMCG,25.95,9
F006,2022-03-31,Healthcare,17.86,12
F006,2022-03-31,Energy,3.48,12
F006,2022-03-31,Automobiles,6.17,2
F006,2022-03-31,Metals,0.61,11
F006,2022-03-31,Telecom,3.01,5
F006,2022-03-31,Real Estate,8.57,12
F006,2022-03-31,Infrastructure,3.64,9
F006,2022-06-30,Financial Services,11.51,1
F006,2022-06-30,IT,12.99,12
F006,2022-06-30,FMCG,2.77,9
F006,2022-06-30,Healthcare,19.78,5
F006,2022-06-30,Energy,5.84,5
F006,2022-06-30,Automobiles,2.24,4
F006,2022-06-30,Metals,19.03,6
F006,2022-06-30,Telecom,5.13,12
F006,2022-06-30,Real Estate,13.16,8
F006,2022-06-30,Infrastructure,7.53,12
F006,2022-09-30,Financial Services,5.13,12
F006,2022-09-30,IT,17.7,2
F006,2022-09-30,FMCG,9.36,1
F006,2022-09-30,Healthcare,5.28,4
F006,2022-09-30,Energy,1.24,7
F006,2022-09-30,Automobiles,24.07,8
F006,2022-09-30,Metals,0.39,5
F006,2022-09-30,Telecom,21.21,10
F006,2022-09-30,Real Estate,4.76,7
F006,2022-09-30,Infrastructure,10.87,2
F006,2022-12-31,Financial Services,19.9,4
F006,2022-12-31,IT,1.28,10
F006,2022-12-31,FMCG,6.52,3
F006,2022-12-31,Healthcare,11.26,9
F006,2022-12-31,Energy,11.04,10
F006,2022-12-31,Automobiles,5.81,3
F006,2022-12-31,Metals,7.64,5
F006,2022-12-31,Telecom,11.04,11
F006,2022-12-31,Real Estate,14.33,3
F006,2022-12-31,Infrastructure,11.18,1
F006,2023-03-31,Financial Services,4.84,10
F006,2023-03-31,IT,63.42,11
F006,2023-03-31,FMCG,6.32,9
F006,2023-03-31,Healthcare,0.27,2
F006,2023-03-31,Energy,4.99,6
F006,2023-03-31,Automobiles,1.52,10
F006,2023-03-31,Metals,1.44,2
F006,2023-03-31,Telecom,3.66,5
F006,2023-03-31,Real Estate,0.61,6
F006,2023-03-31,Infrastructure,12.93,6
F006,2023-06-30,Financial Services,0.82,4
F006,2023-06-30,IT,2.43,2
F006,2023-06-30,FMCG,1.04,11
F006,2023-06-30,Healthcare,0.7,10
F006,2023-06-30,Energy,3.34,4
F006,2023-06-30,Automobiles,9.09,12
F006,2023-06-30,Metals,35.82,12
F006,2023-06-30,Telecom,22.32,3
F006,2023-06-30,Real Estate,22.36,6
F006,2023-06-30,Infrastructure,2.07,1
F006,2023-09-30,Financial Services,2.74,9
F006,2023-09-30,IT,0.71,12
F006,2023-09-30,FMCG,13.39,1
F006,2023-09-30,Healthcare,0.64,1
F006,2023-09-30,Energy,7.23,6
F006,2023-09-30,Automobiles,2.53,6
F006,2023-09-30,Metals,2.48,4
F006,2023-09-30,Telecom,41.6,12
F006,2023-09-30,Real Estate,12.56,2
F006,2023-09-30,Infrastructure,16.12,11
F006,2023-12-31,Financial Services,5.38,5
F006,2023-12-31,IT,12.98,10
F006,2023-12-31,FMCG,6.57,7
F006,2023-12-31,Healthcare,18.52,10
F006,2023-12-31,Energy,2.09,12
F006,2023-12-31,Automobiles,5.73,4
F006,2023-12-31,Metals,7.42,1
F006,2023-12-31,Telecom,3.16,11
F006,2023-12-31,Real Estate,13.42,2
F006,2023-12-31,Infrastructure,24.73,8
F006,2024-03-31,Financial Services,9.06,12
F006,2024-03-31,IT,6.59,12
F006,2024-03-31,FMCG,8.49,4
F006,2024-03-31,Healthcare,25.48,8
F006,2024-03-31,Energy,13.79,5
F006,2024-03-31,Automobiles,0.61,10
F006,2024-03-31,Metals,10.39,3
F006,2024-03-31,Telecom,0.23,4
F006,2024-03-31,Real Estate,20.05,3
F006,2024-03-31,Infrastructure,5.29,2
F006,2024-06-30,Financial Services,4.61,5
F006,2024-06-30,IT,11.58,1
F006,2024-06-30,FMCG,0.34,7
F006,2024-06-30,Healthcare,1.25,6
F006,2024-06-30,Energy,3.66,2
F006,2024-06-30,Automobiles,1.89,3
F006,2024-06-30,Metals,2.98,6
F006,2024-06-30,Telecom,45.54,3
F006,2024-06-30,Real Estate,12.6,11
F006,2024-06-30,Infrastructure,15.55,7
F006,2024-09-30,Financial Services,31.03,2
F006,2024-09-30,IT,4.68,2
F006,2024-09-30,FMCG,3.96,7
F006,2024-09-30,Healthcare,2.99,3
F006,2024-09-30,Energy,19.89,4
F006,2024-09-30,Automobiles,12.77,6
F006,2024-09-30,Metals,3.02,1
F006,2024-09-30,Telecom,5.31,8
F006,2024-09-30,Real Estate,7.93,11
F006,2024-09-30,Infrastructure,8.43,11
F006,2024-12-31,Financial Services,16.89,7
F006,2024-12-31,IT,3.68,9
F006,2024-12-31,FMCG,18.4,5
F006,2024-12-31,Healthcare,4.48,3
F006,2024-12-31,Energy,10.55,10
F006,2024-12-31,Automobiles,20.48,5
F006,2024-12-31,Metals,18.32,8
